name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
West Siberian Laika,Canis lupus familiaris,Omnivore,Diurnal+,13 years,25 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Western Blacklegged Tick,Ixodes pacificus,Sanguivore,Diurnal+,3 years,0.0003 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Ixodes pacificus,Found in 7 states/provinces
Western Blind Snake,Rena humilis,Myrmecophage,Nocturnal+,0.006 lbs,,,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Rena,humilis,Found in 4 locations
Western Diamondback Rattlesnake,Crotalus atrox,Carnivore,Nocturnal+,15 years,6.7 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,atrox,Found in 6 locations
Western Gorilla,Gorilla gorilla,Herbivore,Diurnal+,35 years,200 lbs,Critically Endangered,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,Found in 7 countries
Western Green Mamba,Dendroaspis viridis,Carnivore,Diurnal,10 years,,,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,viridis,Found in 11 countries
Western Hognose Snake,Heterodon nasicus,Carnivore,Diurnal+,7 years,0.45 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,Heterodon nasicus,Found in 19 locations
Western Kingbird,Tyrannus verticalis,Insectivore,Diurnal,3 years,0.042 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,verticalis,Found in 30 locations
Western Lowland Gorilla,Gorilla gorilla gorilla,Herbivore,Diurnal,35 years,200 lbs,Critically Endangered,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,gorilla,Found in 6 countries
Western Rat Snake,Pantherophis obsoletus,Carnivore,Diurnal+,10 years,2.2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,obsoletus,Found in 11 states/provinces
Western Rattlesnake (Northern Pacific Rattlesnake),Crotalus oreganus oreganus,Carnivore,Diurnal+,12 years,2 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,oreganus,Found in 4 states/provinces
Western Tanager,Piranga ludoviciana,Insectivore,Diurnal+,3 years,0.036 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,ludoviciana,Found in 27 locations
Westiepoo,Canis lupus familiaris,Omnivore,Diurnal+,13 years,13 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 state/province
Whale Shark,Rhincodon typus,,Cathemeral+,100 years,34000 lbs,Endangered,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,typus,
Wheaten Terrier,Canis lupus familiaris,Omnivore,Diurnal+,13 years,20.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Whimbrel,Numenius phaeopus,Insectivore,Diurnal+,10 years,0.493 lbs,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius phaeopus,Found in 91 locations
Whinchat,Saxicola rubetra,Insectivore,Diurnal+,2 years,0.026 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola rubetra,Found in 65 countries
Whippet,Canis lupus familiaris,Omnivore,Diurnal+,13 years,19 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Whiptail Lizard,Teiidae,Omnivore,Diurnal+,6 years,10 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Teiidae,,,Found in 27 countries
White Bass,Morone chrysops,Carnivore,Diurnal+,6 years,3.2 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Moroniformes,Moronidae,Morone,chrysops,Found in 22 states/provinces
White Butterfly,Pieris rapae,Herbivore,Diurnal,7 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,rapae,Found in 31 countries
White Catfish,Ameiurus catus,Omnivore,Crepuscular+,8 years,6 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,catus,Found in 14 states/provinces
White Crappie,Pomoxis annularis,Carnivore,Crepuscular+,5 years,2.35 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Pomoxis,Pomoxis annularis,Found in 21 states/provinces
White Ferret / Albino Ferrets,Mustela putorius furo,Carnivore,Cathemeral+,2 years,2 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,putorius,
White German Shepherd,Canis lupus familiaris,Omnivore,Cathemeral+,4 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
White Marlin,Kajikia albida,Piscivore,Diurnal+,9 years,82 lbs,Vulnerable,Animalia,Chordata,Actinopterygii,Istiophoriformes,Istiophoridae,Kajikia,albida,
White Rhinoceros,Ceratotherium simum,Herbivore,Crepuscular+,45 years,3600 lbs,Near Threatened,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,Found in 6 countries
White Shark,Carcharodon carcharias,Carnivore,Cathemeral+,30 years,2000 lbs,Vulnerable,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharodon,carcharias,Found in 23 locations
White Sturgeon,Acipenser transmontanus,Carnivore,Nocturnal+,60 years,816 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus,Found in 7 states/provinces
White Tiger,Panthera tigris tigris,Carnivore,Crepuscular+,13 years,260 lbs,Endangered,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris,Found in 4 countries
White-Crowned Sparrow,Zonotrichia leucophrys,Omnivore,Diurnal+,2 years,0.028 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia leucophrys,Found in 63 locations
White-Eyed Vireo,Vireo griseus,Insectivore,Diurnal+,2 years,0.02 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,griseus,Found in 35 locations
White-Faced Capuchin,Cebus imitator,Omnivore,Diurnal,22 years,4 lbs,Least Concern,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,Found in 4 countries
White-shouldered House Moth,Endrosis sarcitrella,Detritivore,Nocturnal+,4 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Endrosis,sarcitrella,Found in 6 countries
White-tail deer,Odocoileus virginianus,Herbivore,Crepuscular+,4.5 years,160 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Found in 70 locations
White-Tailed Eagle,Haliaeetus albicilla,Carnivore,Diurnal+,20 years,6.9 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus albicilla,Found in 34 countries
Whitetail Deer,Odocoileus virginianus,Herbivore,Crepuscular+,4 years,137 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Found in 68 locations
Whiting,,Carnivore,Nocturnal+,12 years,3.1 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,,,Found in 19 countries
Whoodle,Canis lupus familiaris,Omnivore,Diurnal+,13.5 years,25 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Whooping Crane,Grus americana,Omnivore,Diurnal+,22 years,8.5 lbs,Endangered,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,americana,Found in 10 states/provinces
Wild Boar,Sus scrofa,Omnivore,Nocturnal+,5 years,350 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Found in 78 countries
Wildebeest,Connochaetes,Herbivore,Diurnal+,18 years,290 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,,Found in 14 countries
Willow Flycatcher,Empidonax traillii,Insectivore,Diurnal+,3 years,0.014 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,traillii,Found in 61 locations
Willow Warbler,Phylloscopus trochilus,Insectivore,Diurnal+,2 years,0.013 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,trochilus,Found in 31 countries
Winter Moth,Operophtera brumata,Folivore,Nocturnal+,12 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,Operophtera brumata,Found in 45 countries
Wire Fox Terrier,Canis lupus familiaris,Omnivore,Diurnal+,14 years,9 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Wirehaired Pointing Griffon,Canis lupus familiaris,Omnivore,Diurnal+,5 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 2 countries
Wirehaired Vizsla,Canis lupus familiaris,Omnivore,Diurnal+,13 years,30 lbs,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Wiwaxia,Wiwaxia,Detritivore,Cathemeral+,0.01 lbs,,,Animalia,Mollusca,Helcionelloida,Wiwaxia,,,,Found in 2 countries
Wolf,Canis lupus,Carnivore,Cathemeral+,7 years,80 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 72 locations
Wolf Eel,Anarrhichthys ocellatus,Carnivore,Crepuscular+,15 years,18.4 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,Found in 8 locations
Wolf Snake,Lycodon,Carnivore,Nocturnal+,8 years,0.8 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lycodon,,Found in 20 countries
Wolf Spider,Lycosidae,Insectivore,Nocturnal+,1.5 years,0.003 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,,Found in 27 countries
Wolffish,Anarhichadidae,Carnivore,Crepuscular+,15 years,20 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Perciformes,Anarhichadidae,,,Found in 10 countries
Wolverine,Gulo gulo,Omnivore,Cathemeral+,7 years,31 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,Gulo gulo,Found in 23 locations
Woma Python,Aspidites ramsayi,Carnivore,Nocturnal+,15 years,7 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Aspidites,Aspidites ramsayi,Found in 1 country
Wombat,Vombatidae,Herbivore,Nocturnal+,12 years,40 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,,,Found in 1 country
Wood Bison,Bison bison athabascae,Herbivore,Cathemeral+,15 years,1100 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison,Found in 4 states/provinces
Wood Duck,Aix sponsa,Omnivore,Diurnal+,3 years,0.771 lbs,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,Aix sponsa,Found in 22 locations
Wood Frog,Lithobates sylvaticus,Insectivore,Cathemeral+,3 years,0.03 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,sylvaticus,Found in 44 states/provinces
Wood Tick,Dermacentor variabilis,Sanguivore,Cathemeral+,2 years,0.00055 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,Found in 47 states/provinces
Wood Turtle,Glyptemys insculpta,Omnivore,Diurnal+,40 years,1.5 lbs,Endangered,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,insculpta,Found in 17 states/provinces
Woodlouse,Oniscidea,Detritivore,Nocturnal+,2.5 years,0.002 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Isopoda,,,,Found in 36 countries
Woodlouse Spider,Dysdera crocata,Carnivore,Nocturnal+,2 years,,,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,Dysdera crocata,Found in 16 countries
Woodpecker,Picidae,Insectivore,Diurnal+,6 years,0.56 lbs,Not Evaluated,Animalia,Chordata,Aves,Piciformes,Picidae,,,Found in 40 countries
Woodrat,Neotoma,Omnivore,Nocturnal+,2 years,0.6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,,Found in 4 countries
Wool Carder Bee,Anthidium manicatum,Nectarivore,Diurnal+,1.5 years,,,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,manicatum,Found in 49 countries
Woolly Aphids,Eriosomatinae,Herbivore,Diurnal+,30 years,1.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,,,Found in 15 countries
Woolly Bear Caterpillar,Pyrrharctia isabella,Herbivore,Nocturnal+,1 years,0.0015 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Pyrrharctia,isabella,Found in 56 locations
Woolly Mammoth,Mammuthus primigenius,Herbivore,Cathemeral+,60 years,8000 lbs,Extinct,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,primigenius,Found in 23 locations
Woolly Monkey,Lagothrix,Frugivore,Diurnal,22 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,,Found in 6 countries
Woolly Rhinoceros,Coelodonta antiquitatis,Herbivore,Cathemeral+,35 years,3000 lbs,Extinct,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Coelodonta,antiquitatis,Found in 24 countries
Worm,,Detritivore,Nocturnal+,2 years,2 lbs,Not Evaluated,Animalia,,,,,,,
Worm Snake,Carphophis amoenus,Insectivore,Nocturnal+,3 years,0.006 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Carphophis,amoenus,Found in 24 states/provinces
Wrasse,Labridae,Omnivore,Diurnal+,6 years,190 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Labriformes,Labridae,,,Found in 23 countries
Writing Spider,Argiope aurantia,Insectivore,Diurnal+,10 years,0.0015 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Found in 59 locations
Wrought Iron Butterflyfish,Chaetodon daedalma,Carnivore,Diurnal,8 years,0.07 lbs,Vulnerable,Animalia,Chordata,Actinopterygii,Chaetodontiformes,Chaetodontidae,Chaetodon,daedalma,Found in 2 countries
Wryneck,Jynx,Myrmecophage,Diurnal+,5 years,0.055 lbs,Least Concern,Animalia,Chordata,Aves,Piciformes,Picidae,Jynx,,Found in 51 countries
Wyandotte Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,5 years,4 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,gallus,Found in 1 state/province
Wyoming Toad,Anaxyrus baxteri,Insectivore,Nocturnal+,3 years,0.07 lbs,Extinct in the Wild,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,baxteri,Found in 1 state/province
