name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Lancetfish,Alepisaurus,Carnivore,Cathemeral+,6 years,8 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Aulopiformes,Alepisauridae,Alepisaurus,,
Landseer Newfoundland,Canis lupus familiaris,Omnivore,Cathemeral+,5 years,75 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Lappet-faced Vulture,Torgos tracheliotos,Scavenger,Diurnal+,25 years,9.4 lbs,Endangered,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Torgos,Torgos tracheliotos,Found in 45 countries
Lapponian Herder,Canis lupus familiaris,Omnivore,Diurnal+,5 years,30 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Larder Beetle,Dermestes lardarius,Scavenger,Nocturnal+,120 years,,,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,lardarius,Found in 22 countries
Large Munsterlander,Canis lupus familiaris,Omnivore,Diurnal+,6 years,32 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Largemouth Bass,Micropterus salmoides,Carnivore,Crepuscular+,14 years,10.1 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Micropterus,salmoides,Found in 34 locations
Laughing Kookaburra,Dacelo novaeguineae,Carnivore,Diurnal+,12 years,0.47 lbs,Least Concern,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,Dacelo novaeguineae,Found in 1 country
Lavender Albino Ball Python,Python regius,Carnivore,Nocturnal+,15 years,3 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,
Lawnmower Blenny,Salarias fasciatus,Herbivore,Diurnal,4 years,,,Animalia,Chordata,Actinopterygii,Blenniiformes,Blenniidae,Salarias,Salarias fasciatus,Found in 42 countries
Lazarus Lizard,Podarcis siculus,Insectivore,Diurnal+,3.5 years,0.012 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,Podarcis siculus,Found in 5 countries
Leaf-Tailed Gecko,Uroplatus,Insectivore,Nocturnal+,4 years,0.06 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,,Found in 1 country
Leafcutter Ant,Atta,Folivore,Cathemeral+,0.15 years,0.0007 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,,Found in 22 countries
Leafcutter Bee,Megachile,Nectarivore,Diurnal+,12 years,0.003 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,,Found in 57 countries
Least Flycatcher,Empidonax minimus,Insectivore,Diurnal,2 years,0.014 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,minimus,Found in 32 states/provinces
Leatherback Sea Turtle,Dermochelys coriacea,Carnivore,Cathemeral+,45 years,900 lbs,Vulnerable,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,coriacea,
Leech,Hirudinea,Nocturnal+,Nocturnal+,0.03 lbs,,,Animalia,Annelida,Hirudinea,,,,,Found in 50 countries
Leedsichthys,Leedsichthys problematicus,,Cathemeral+,10000 lbs,,,Animalia,Chordata,Actinopterygii,Pachycormiformes,Pachycormidae,Leedsichthys,problematicus,
Leghorn Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,4 years,3.6 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Found in 1 country
Leichhardt’s Grasshopper,Petasida ephippigera,Herbivore,Diurnal+,12 years,0.006 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Orthoptera,Pyrgomorphidae,Petasida,Petasida ephippigera,Found in 1 country
Lemming,Cricetidae,Herbivore,Nocturnal+,2 years,0.2 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,,,Found in 7 countries
Lemon Blast Ball Python,Python regius,Carnivore,Crepuscular+,10 years,3.5 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,Found in 12 countries
Lemon Cuckoo Bumblebee,Bombus citrinus,Nectarivore,Diurnal+,44 years,0.00035 lbs,Least Concern,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus citrinus,Found in 4 states/provinces
Lemon Shark,Negaprion brevirostris,Carnivore,Crepuscular+,25 years,183 lbs,Vulnerable,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion brevirostris,Found in 24 locations
Lemur,Lemuriformes,Omnivore,Diurnal+,15 years,9.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Primates,,,,Found in 1 country
Leonberger,Canis lupus familiaris,Omnivore,Diurnal+,8.5 years,77 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Leopard,Panthera pardus,Carnivore,Nocturnal+,13 years,90 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,pardus,Found in 82 countries
Leopard Cat,Prionailurus bengalensis,Carnivore,Nocturnal+,9 years,7 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,Found in 18 countries
Leopard Frog,Lithobates pipiens,Insectivore,Cathemeral+,3 years,0.08 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,pipiens,Found in 38 states/provinces
Leopard Gecko,Eublepharis macularius,Insectivore,Nocturnal+,6 years,0.09 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Found in 3 countries
Leopard Lizard,Gambelia,Carnivore,Diurnal+,4 years,0.09 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Crotaphytidae,Gambelia,,Found in 2 countries
Leopard Seal,Hydrurga leptonyx,Carnivore,Cathemeral,18 years,600 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Hydrurga,Hydrurga leptonyx,Found in 6 countries
Leopard Shark,Triakis semifasciata,Carnivore,Cathemeral+,20 years,18.4 lbs,Least Concern,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Triakis,semifasciata,Found in 5 states/provinces
Leopard Tortoise,Stigmochelys pardalis,Herbivore,Diurnal+,50 years,40 lbs,Least Concern,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,pardalis,Found in 21 countries
Leptocephalus,Anguilliformes,Detritivore,Cathemeral+,12 years,0.005 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Anguilliformes,,,,Found in 35 countries
Lesser Jacana,Microparra capensis,Insectivore,Diurnal,0.05 lbs,,,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Microparra,Microparra capensis,Found in 33 countries
Lesser Scaup,Aythya affinis,Omnivore,Diurnal+,5 years,1.09 lbs,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya affinis,Found in 52 locations
Lhasa Apso,Canis lupus familiaris,Omnivore,Diurnal+,13 years,8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Lhasapoo,Canis lupus familiaris,Omnivore,Diurnal+,5 years,11 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 state/province
Liger,Panthera leo × Panthera tigris,Carnivore,Cathemeral+,11 years,450 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo × Panthera tigris,
Limpet,Gastropoda,Herbivore,Nocturnal+,3 years,2 lbs,Not Evaluated,Animalia,Mollusca,Gastropoda,,,,,Found in 32 countries
Lineback Cattle,Bos taurus,Herbivore,Diurnal+,12 years,1000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Found in 1 country
Linnet,Linaria cannabina,Omnivore,Diurnal+,2 years,0.023 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,Linaria cannabina,Found in 55 countries
Lion,Panthera leo,Carnivore,Cathemeral+,12 years,250 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,Found in 23 countries
Lion’s Mane Jellyfish,Cyanea capillata,Carnivore,Cathemeral,12 years,90 lbs,Not Evaluated,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,Found in 20 locations
Lionfish,Pterois,Carnivore,Crepuscular+,10 years,1.5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,,Found in 31 countries
Liopleurodon,Liopleurodon,Carnivore,Cathemeral+,25 years,5000 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Plesiosauria,Pliosauridae,Liopleurodon,,Found in 2 countries
Lipstick Albino Boa,Boa imperator,Carnivore,Nocturnal+,15 years,18 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,imperator,Found in 9 countries
Little Brown Bat,Myotis lucifugus,Insectivore,Nocturnal+,6 years,0.014 lbs,Endangered,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,Found in 55 locations
Little Penguin,Eudyptula minor,Piscivore,Diurnal+,6.5 years,1.5 lbs,Least Concern,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor,Found in 2 countries
Livyatan,Livyatan melvillei,Carnivore,Cathemeral,50 years,70000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae,Livyatan,Livyatan melvillei,Found in 1 country
Lizard,Squamata,Diurnal+,Diurnal+,100 lbs,,,Animalia,Chordata,Reptilia,Squamata,,,,Found in 157 countries
Lizardfish,Synodontidae,Carnivore,Crepuscular+,5 years,2.5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,,Found in 34 countries
Llama,Lama glama,Herbivore,Diurnal+,20 years,200 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,Lama glama,Found in 2 countries
Loach,Cypriniformes,Omnivore,Nocturnal+,5 years,3 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Cypriniformes,,,,Found in 62 countries
Lobster,Nephropidae,Omnivore,Nocturnal+,20 years,20 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,,,Found in 49 countries
Locust,Acrididae,Herbivore,Diurnal+,12 years,0.002 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,,,Found in 69 countries
Loggerhead Shrike,Lanius ludovicianus,Omnivore,Diurnal+,3 years,0.06 lbs,Near Threatened,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,ludovicianus,Found in 69 states/provinces
Lone Star Tick,Amblyomma americanum,Sanguivore,Diurnal+,2 years,0.0005 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma,Amblyomma americanum,Found in 18 states/provinces
Long-Eared Owl,Asio otus,Carnivore,Nocturnal+,4 years,0.435 lbs,Least Concern,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio otus,Found in 74 locations
Long-Haired Rottweiler,Canis lupus familiaris,Omnivore,Diurnal+,5 years,60 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Long-Tailed Tit,Aegithalos caudatus,Insectivore,Diurnal,2 years,0.009 lbs,Least Concern,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos caudatus,Found in 47 countries
Long-Winged Kite Spider,Gasteracantha versicolor,Insectivore,Diurnal+,12 years,,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,versicolor,Found in 7 countries
Longfin Mako Shark,Isurus paucus,Carnivore,Cathemeral,25 years,578 lbs,Endangered,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Isurus,Isurus paucus,
Longnose Gar,Lepisosteus osseus,Piscivore,Crepuscular+,20 years,10 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,Lepisosteus osseus,Found in 39 states/provinces
Lorikeet,Loriidae,Omnivore,Diurnal+,15 years,0.3 lbs,Not Evaluated,Animalia,Chordata,Aves,Psittaciformes,Loriidae,,,Found in 13 countries
Loris,Lorisidae,Omnivore,Nocturnal+,15 years,2.1 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Primates,Lorisidae,,,Found in 28 countries
Lowchen,Canis lupus familiaris,Omnivore,Diurnal+,11 years,8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 3 countries
Lumpfish,Cyclopterus lumpus,Carnivore,Cathemeral,7 years,9.5 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cyclopteridae,Cyclopterus,Cyclopterus lumpus,Found in 24 locations
Luna Moth,Actias luna,Folivore,Nocturnal,80 years,0.005 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Actias,Actias luna,Found in 45 states/provinces
Luna Moth Caterpillar,Actias luna,Folivore,Nocturnal,28 years,,,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Actias,Actias luna,Found in 45 states/provinces
Lungfish,Dipnoi,Omnivore,Nocturnal+,30 years,50 lbs,Not Evaluated,Animalia,Chordata,Sarcopterygii,Dipnoi,,,,Found in 36 countries
Lurcher,Canis lupus familiaris,Omnivore,Crepuscular+,13 years,45 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 countries
Lykoi Cat,Felis catus,Carnivore,Crepuscular+,13 years,4.8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Found in 1 country
Lynx,Lynx,Carnivore,Crepuscular+,11 years,38 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,,Found in 43 countries
Lyrebird,Menuridae,Insectivore,Diurnal+,15 years,1.3 lbs,Not Evaluated,Animalia,Chordata,Aves,Passeriformes,Menuridae,,,Found in 1 country
Lystrosaurus,Lystrosaurus,Herbivore,Diurnal+,15 years,200 lbs,Not Evaluated,Animalia,Chordata,Synapsida,Therapsida,Lystrosauridae,Lystrosaurus,,Found in 5 countries
